text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
📺 J’étais hier l’invitée de #MardiPol sur @France24_fr et @RFI. https://t.co/bzUOAC34Oc #Migrants #Aquarius https://t.co/DM2Y6GX4al,FALSE,170,NA,6/20/18 15:32,FALSE,NA,1.00946E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MLP_officiel,87,FALSE,FALSE,NA,NA
"Le 23 juin, journée nationale des blessés de l’@armeedeterre : soutien à ceux qui portent dans leur corps ou dans l… https://t.co/wsuxMY0KEl",FALSE,516,NA,6/20/18 13:09,TRUE,NA,1.00942E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,238,FALSE,FALSE,NA,NA
🖋 « Accord franco-allemand sur la question des #migrants : Merkel et Macron à rebours des peuples européens ! » | M… https://t.co/KQTbuBNUu1,FALSE,524,NA,6/20/18 8:43,TRUE,NA,1.00936E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MLP_officiel,323,FALSE,FALSE,NA,NA
RT @HCStracheFP: In #Rom angekommen. Ich freue mich auf konstruktive und spannende Gespräche mit Vizepremier &amp; Innenminister @matteosalvini…,FALSE,0,NA,6/20/18 8:25,FALSE,NA,1.00935E+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MLP_officiel,225,TRUE,FALSE,NA,NA
📺 J'étais ce matin l'invitée de l'émission #Les4V sur @France2tv : https://t.co/sRWzmXuT4F,FALSE,268,NA,6/20/18 6:10,FALSE,NA,1.00932E+18,NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>",MLP_officiel,159,FALSE,FALSE,NA,NA
"""Nous sommes victimes de beaucoup de persécutions, qu'elles soient bancaires, judiciaires,... Nous y faisons face !… https://t.co/BCVuoe73WV",FALSE,436,NA,6/20/18 5:57,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,216,FALSE,FALSE,NA,NA
"""Nous sommes dans une situation délirante, ces juridictions européennes ne respectent ni les droits de la défense,… https://t.co/ND15RUgthj",FALSE,194,NA,6/20/18 5:56,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,108,FALSE,FALSE,NA,NA
"""Mon assistante était mon assistante parlementaire, j'étais député européen, et j'étais également présidente du Fro… https://t.co/nXrGw1PIRl",FALSE,152,NA,6/20/18 5:54,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,85,FALSE,FALSE,NA,NA
"""Il faut mettre en place une procédure pour que les demandes d'asile s'effectuent dans les consulats et ambassades… https://t.co/dvVTAN9h1C",FALSE,227,NA,6/20/18 5:52,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,116,FALSE,FALSE,NA,NA
"""Tous ceux qui sont étrangers en situation clandestine sur notre territoire ont vocation à rentrer chez eux. Nous a… https://t.co/UasS1Ayco7",FALSE,279,NA,6/20/18 5:50,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,162,FALSE,FALSE,NA,NA
"""@matteosalvinimi a, en Italie, un discours de clarté et de fermeté qui est attendu par les peuples en Europe. Il f… https://t.co/b3BuSbui41",FALSE,370,NA,6/20/18 5:49,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,199,FALSE,FALSE,NA,NA
"""Les responsables de la situation d'enfants clandestins, ce sont les parents qui les emmènent dans une telle aventu… https://t.co/qMY2HjcBwe",FALSE,663,NA,6/20/18 5:41,TRUE,NA,1.00931E+18,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MLP_officiel,319,FALSE,FALSE,NA,NA
